symbol_id,ts,open,high,low,close,volume
1,2022-04-01 16:00:00,113.25,114.85,112.51,114.63,4692940
1,2022-04-04 16:00:00,116.06,116.82,115.79,115.8,4349004
1,2022-04-05 16:00:00,117.67,118.02,113.88,116.65,3429726
1,2022-04-06 16:00:00,114.26,116.58,113.7,114.49,268438873
1,2022-04-07 16:00:00,116.73,117.17,115.69,116.15,2430514
1,2022-04-08 16:00:00,118.65,119.26,116.98,118.09,2710478
1,2022-04-11 16:00:00,121.73,123.39,121.51,121.52,2348185
1,2022-04-12 16:00:00,121.2,122.73,120.95,122.4,9051496
1,2022-04-13 16:00:00,122.91,125.35,122.59,124.5,4116962
1,2022-04-14 16:00:00,120.62,123.42,120.14,121.77,7526844
1,2022-04-15 16:00:00,119.8,121.01,118.9,119.33,2612321
1,2022-04-18 16:00:00,125.57,125.85,124.49,125.38,3317269
1,2022-04-19 16:00:00,129.04,129.07,128.7,128.85,34368699
1,2022-04-20 16:00:00,131.66,132.44,131.48,131.81,23320032
1,2022-04-21 16:00:00,136.31,138.51,135.99,137.68,2030397
1,2022-04-22 16:00:00,133.96,139.83,133.23,136.37,3902279
1,2022-04-25 16:00:00,134.25,135.61,133.52,135.27,568462
1,2022-04-26 16:00:00,138.41,138.57,137.43,138.07,2970950
1,2022-04-27 16:00:00,135.97,136.78,135.41,136.75,1891270
1,2022-04-28 16:00:00,136.34,137.72,136.17,136.79,33710
1,2022-04-29 16:00:00,132.44,133.1,130.62,132.21,1042533
1,2022-05-02 16:00:00,134.07,134.3,133.76,134.25,901066
1,2022-05-03 16:00:00,134.15,136.07,132.31,132.74,285995
1,2022-05-04 16:00:00,131.82,132.22,126.16,129.21,4273907
1,2022-05-05 16:00:00,134.0,134.9,131.09,131.57,2067494
1,2022-05-06 16:00:00,130.89,131.3,129.43,130.76,657367
1,2022-05-09 16:00:00,130.22,132.48,129.55,131.1,1838607
1,2022-05-10 16:00:00,131.93,132.79,130.75,131.98,7345986
1,2022-05-11 16:00:00,136.35,136.58,135.25,135.74,2326173
1,2022-05-12 16:00:00,133.74,134.16,133.44,134.1,8184889
1,2022-05-13 16:00:00,131.78,133.4,131.61,131.64,8989649
1,2022-05-16 16:00:00,130.05,131.99,129.23,130.22,11989234
1,2022-05-17 16:00:00,128.27,131.82,126.64,129.16,1468893
1,2022-05-18 16:00:00,129.23,130.76,128.7,129.61,1788151
1,2022-05-19 16:00:00,127.72,129.46,126.52,129.35,4303249
1,2022-05-20 16:00:00,132.35,133.48,131.24,131.5,4329002
1,2022-05-23 16:00:00,132.61,133.34,131.2,131.38,10024755
1,2022-05-24 16:00:00,127.96,131.46,127.52,128.44,1196770
1,2022-05-25 16:00:00,125.75,128.38,125.39,127.14,30905646
1,2022-05-26 16:00:00,122.93,127.79,122.9,126.04,2945412
1,2022-05-27 16:00:00,122.99,123.89,122.46,122.67,9153476
1,2022-05-30 16:00:00,122.09,122.14,119.55,121.3,2174442
1,2022-05-31 16:00:00,123.79,124.41,121.33,121.34,21999605
1,2022-06-01 16:00:00,124.16,128.21,123.35,126.62,4744760
1,2022-06-02 16:00:00,124.11,127.86,122.39,125.61,214333
1,2022-06-03 16:00:00,126.52,129.09,126.28,126.33,2160080
1,2022-06-06 16:00:00,128.77,129.57,125.36,126.02,177704
1,2022-06-07 16:00:00,125.31,128.09,124.99,127.76,3562997
1,2022-06-08 16:00:00,127.64,129.61,126.36,127.95,1223326
1,2022-06-09 16:00:00,128.83,129.43,123.71,126.44,754979
1,2022-06-10 16:00:00,128.51,130.97,127.49,127.76,2838556
1,2022-06-13 16:00:00,124.68,126.42,124.63,125.47,145618
1,2022-06-14 16:00:00,129.19,129.73,128.1,128.98,213332
1,2022-06-15 16:00:00,130.04,131.08,129.98,130.96,1304100
1,2022-06-16 16:00:00,133.23,134.08,131.89,133.94,4472729
1,2022-06-17 16:00:00,132.5,132.62,131.47,132.02,12653681
1,2022-06-20 16:00:00,132.41,132.98,130.6,131.65,4220844
1,2022-06-21 16:00:00,132.46,135.07,132.27,133.43,9393867
1,2022-06-22 16:00:00,130.69,130.94,130.6,130.62,334147
1,2022-06-23 16:00:00,128.31,131.77,126.74,129.05,254930
1,2022-06-24 16:00:00,135.37,136.45,132.2,133.63,2187802
1,2022-06-27 16:00:00,133.37,133.45,132.32,133.19,4990454
1,2022-06-28 16:00:00,136.02,136.59,133.39,133.67,1465948
1,2022-06-29 16:00:00,134.3,134.84,133.72,133.93,2559403
1,2022-06-30 16:00:00,134.8,136.9,133.35,135.76,9862026
1,2022-07-01 16:00:00,139.13,139.14,137.02,137.88,570824
1,2022-07-04 16:00:00,140.95,143.54,140.76,140.82,7666032
1,2022-07-05 16:00:00,143.3,144.33,142.43,142.77,22576322
1,2022-07-06 16:00:00,139.7,145.26,138.91,141.58,4946618
1,2022-07-07 16:00:00,141.97,142.09,141.43,141.94,11443566
1,2022-07-08 16:00:00,146.07,146.64,142.76,144.19,2595978
1,2022-07-11 16:00:00,140.57,143.22,139.33,141.14,5177315
1,2022-07-12 16:00:00,146.39,146.42,146.07,146.1,9588426
1,2022-07-13 16:00:00,145.55,148.35,143.88,146.08,3831327
1,2022-07-14 16:00:00,149.0,150.27,147.01,148.08,4887610
1,2022-07-15 16:00:00,149.9,150.62,149.03,150.16,4225824
1,2022-07-18 16:00:00,150.13,151.8,149.62,150.04,156423083
1,2022-07-19 16:00:00,147.6,148.38,145.48,146.86,1247268
1,2022-07-20 16:00:00,144.91,145.01,140.08,142.69,1755994
1,2022-07-21 16:00:00,147.23,149.53,146.96,148.38,14769967
1,2022-07-22 16:00:00,146.13,149.42,145.58,146.75,434183
1,2022-07-25 16:00:00,149.17,152.24,148.19,149.99,3325073
1,2022-07-26 16:00:00,150.17,151.15,148.29,150.67,73508
1,2022-07-27 16:00:00,152.04,152.78,151.78,152.09,12175567
1,2022-07-28 16:00:00,154.94,155.78,152.75,152.81,719459
1,2022-07-29 16:00:00,154.41,156.56,154.34,155.19,114500
1,2022-08-01 16:00:00,152.69,155.1,151.88,154.0,4670180
1,2022-08-02 16:00:00,159.8,159.92,157.73,158.44,196919
1,2022-08-03 16:00:00,156.43,159.74,155.45,157.16,1181289
1,2022-08-04 16:00:00,163.35,167.57,162.52,164.31,1715487
1,2022-08-05 16:00:00,162.69,162.75,161.56,162.45,1759596
1,2022-08-08 16:00:00,160.09,162.74,156.11,160.16,8613541
1,2022-08-09 16:00:00,162.14,163.24,158.86,161.75,2595291
1,2022-08-10 16:00:00,162.1,163.99,160.66,162.16,728999
1,2022-08-11 16:00:00,169.17,169.48,166.11,167.93,946882
1,2022-08-12 16:00:00,166.08,168.03,159.13,163.47,3250599
1,2022-08-15 16:00:00,163.93,170.94,163.7,167.11,807128
1,2022-08-16 16:00:00,170.84,171.4,170.51,171.05,422715
1,2022-08-17 16:00:00,169.77,170.82,168.75,169.83,1464341
1,2022-08-18 16:00:00,164.87,167.79,164.81,165.65,950133
1,2022-08-19 16:00:00,163.73,166.39,163.25,165.9,2640579
1,2022-08-22 16:00:00,165.13,166.11,162.65,164.11,692532
1,2022-08-23 16:00:00,174.33,174.74,172.42,174.54,12691726
1,2022-08-24 16:00:00,172.99,174.36,169.51,170.08,110254834
1,2022-08-25 16:00:00,173.13,174.28,172.46,173.97,20375251
1,2022-08-26 16:00:00,178.88,180.93,177.99,178.97,19339043
1,2022-08-29 16:00:00,176.0,178.45,175.97,177.2,8274074
1,2022-08-30 16:00:00,178.17,181.2,175.28,178.18,11933958
1,2022-08-31 16:00:00,171.97,177.39,171.09,175.39,2440410
1,2022-09-01 16:00:00,167.94,171.82,167.2,169.33,6083274
1,2022-09-02 16:00:00,173.43,173.74,172.83,173.2,11167753
1,2022-09-05 16:00:00,168.76,171.07,165.84,168.25,732266
1,2022-09-06 16:00:00,165.91,171.49,163.75,167.4,415966
1,2022-09-07 16:00:00,169.36,170.3,169.25,170.1,361285
1,2022-09-08 16:00:00,170.97,172.69,168.51,171.93,3150320
1,2022-09-09 16:00:00,174.59,177.48,172.35,174.26,555806
1,2022-09-12 16:00:00,181.82,182.73,180.99,181.47,339449
1,2022-09-13 16:00:00,183.29,184.64,182.31,184.55,60504
1,2022-09-14 16:00:00,175.84,178.36,174.78,177.98,599667
1,2022-09-15 16:00:00,181.9,182.55,178.83,180.86,1979369
1,2022-09-16 16:00:00,179.3,179.99,172.59,177.64,391121
1,2022-09-19 16:00:00,175.3,176.37,174.26,175.48,4145236
1,2022-09-20 16:00:00,172.93,174.58,171.83,174.17,12161643
1,2022-09-21 16:00:00,174.4,176.98,172.93,174.01,802110
1,2022-09-22 16:00:00,175.26,175.43,174.62,174.89,465478
1,2022-09-23 16:00:00,175.39,179.09,174.22,174.44,1417318
1,2022-09-26 16:00:00,176.58,178.13,176.25,176.62,1682058
1,2022-09-27 16:00:00,172.25,172.28,169.12,171.62,1035522
1,2022-09-28 16:00:00,179.12,181.0,178.54,179.59,8552651
1,2022-09-29 16:00:00,176.86,177.52,174.51,175.56,783219
1,2022-09-30 16:00:00,168.21,169.69,166.68,169.46,236637
1,2022-10-03 16:00:00,168.01,168.09,167.92,168.08,2568144
1,2022-10-04 16:00:00,162.7,162.79,161.75,162.53,28393390
1,2022-10-05 16:00:00,161.06,163.02,158.06,160.44,1070613
1,2022-10-06 16:00:00,160.11,160.53,156.85,160.31,10350734
1,2022-10-07 16:00:00,160.66,163.27,158.26,162.12,812782
1,2022-10-10 16:00:00,164.1,165.96,162.83,165.12,1727503
1,2022-10-11 16:00:00,160.3,160.88,159.06,160.48,40900998
1,2022-10-12 16:00:00,166.48,168.0,163.14,166.09,1347038
1,2022-10-13 16:00:00,171.52,174.23,169.69,172.12,1051283
1,2022-10-14 16:00:00,172.62,173.63,170.74,172.93,6260893
1,2022-10-17 16:00:00,173.86,175.28,172.16,174.51,133696
1,2022-10-18 16:00:00,173.43,175.62,173.28,173.84,8316273
1,2022-10-19 16:00:00,171.2,175.96,169.92,173.15,5715678
1,2022-10-20 16:00:00,170.72,170.74,170.24,170.39,231932
1,2022-10-21 16:00:00,167.68,172.78,167.26,171.24,2526261
1,2022-10-24 16:00:00,168.56,169.36,167.79,169.3,199238
1,2022-10-25 16:00:00,165.61,165.91,163.09,164.36,7110622
1,2022-10-26 16:00:00,162.25,163.33,161.77,162.57,13488870
1,2022-10-27 16:00:00,161.87,165.46,161.74,163.51,866453
1,2022-10-28 16:00:00,164.01,164.3,160.72,162.47,4193326
1,2022-10-31 16:00:00,164.32,164.78,162.23,163.15,6732332
1,2022-11-01 16:00:00,158.98,161.8,157.06,158.91,553678
1,2022-11-02 16:00:00,158.33,159.34,157.1,159.22,896424
1,2022-11-03 16:00:00,161.89,162.19,159.74,161.31,152633
1,2022-11-04 16:00:00,156.96,157.96,156.94,157.33,165185
1,2022-11-07 16:00:00,161.5,163.8,156.08,159.68,412745
1,2022-11-08 16:00:00,159.0,159.74,158.79,158.9,3534301
1,2022-11-09 16:00:00,163.6,163.93,163.35,163.87,411956
1,2022-11-10 16:00:00,159.76,161.32,159.46,160.61,1915194
1,2022-11-11 16:00:00,156.63,157.88,154.1,155.83,48969724
1,2022-11-14 16:00:00,158.42,159.11,157.73,157.88,8399859
1,2022-11-15 16:00:00,159.36,164.04,158.3,159.6,116434
1,2022-11-16 16:00:00,154.65,158.96,152.61,155.52,2550686
1,2022-11-17 16:00:00,154.23,156.85,153.53,155.51,1186046
1,2022-11-18 16:00:00,155.97,158.33,154.96,156.3,2916600
1,2022-11-21 16:00:00,152.65,152.75,152.59,152.74,4860595
1,2022-11-22 16:00:00,156.97,157.38,153.23,155.3,348602
1,2022-11-23 16:00:00,159.93,161.1,155.82,159.22,2784967
1,2022-11-24 16:00:00,164.38,165.7,163.51,163.96,2791567
1,2022-11-25 16:00:00,170.57,172.97,168.54,170.49,2687292
1,2022-11-28 16:00:00,166.62,168.49,165.83,165.84,1803146
1,2022-11-29 16:00:00,161.53,162.1,161.01,161.22,4205347
1,2022-11-30 16:00:00,163.15,165.53,163.09,164.35,858042
1,2022-12-01 16:00:00,168.09,171.23,166.6,167.92,5923885
1,2022-12-02 16:00:00,164.06,166.16,162.81,163.82,15103906
1,2022-12-05 16:00:00,160.71,162.47,160.61,161.48,1122205
1,2022-12-06 16:00:00,164.32,166.08,163.14,164.07,221871435
1,2022-12-07 16:00:00,167.33,167.63,166.78,166.98,1834907
1,2022-12-08 16:00:00,169.06,169.17,167.27,168.59,25069795
1,2022-12-09 16:00:00,159.85,160.14,159.33,159.79,13612231
1,2022-12-12 16:00:00,161.84,163.47,161.22,161.5,4239285
1,2022-12-13 16:00:00,153.53,156.37,151.58,152.84,4884627
1,2022-12-14 16:00:00,150.05,153.33,147.96,151.0,400819
1,2022-12-15 16:00:00,148.15,149.66,147.95,149.16,50347149
1,2022-12-16 16:00:00,148.92,149.59,148.43,148.7,7278704
1,2022-12-19 16:00:00,149.71,150.37,148.1,149.23,82701
1,2022-12-20 16:00:00,151.02,151.05,150.65,150.96,1814555
1,2022-12-21 16:00:00,150.45,153.17,148.87,150.12,40897568
1,2022-12-22 16:00:00,154.21,156.28,151.85,153.69,728738
1,2022-12-23 16:00:00,148.9,155.28,148.77,151.82,2960925
1,2022-12-26 16:00:00,142.01,148.0,141.45,144.62,8172308
1,2022-12-27 16:00:00,146.79,147.98,145.89,146.2,5739005
1,2022-12-28 16:00:00,143.4,145.52,141.81,142.92,9948253
1,2022-12-29 16:00:00,141.69,142.35,138.5,140.34,1153810
1,2022-12-30 16:00:00,139.03,139.59,138.78,138.9,13397562
1,2023-01-02 16:00:00,135.23,138.36,134.28,135.85,4674206
1,2023-01-03 16:00:00,137.5,138.58,133.59,136.26,13442466
1,2023-01-04 16:00:00,132.27,136.64,132.23,134.21,2294182
1,2023-01-05 16:00:00,133.79,134.36,133.59,134.11,4911669
1,2023-01-06 16:00:00,130.69,132.16,130.48,130.94,2011396
1,2023-01-09 16:00:00,130.37,131.34,129.73,131.27,1328261
1,2023-01-10 16:00:00,129.34,130.58,128.93,129.75,835897
1,2023-01-11 16:00:00,130.82,131.42,129.89,130.58,1925163
1,2023-01-12 16:00:00,126.69,127.6,125.7,126.86,4443015
1,2023-01-13 16:00:00,128.21,128.37,127.69,128.06,3721610
1,2023-01-16 16:00:00,130.88,132.69,128.66,131.16,1642460
1,2023-01-17 16:00:00,127.32,128.62,127.15,128.53,1471044
1,2023-01-18 16:00:00,127.43,129.62,126.92,128.73,2591195
1,2023-01-19 16:00:00,129.8,133.53,127.41,130.47,28174556
1,2023-01-20 16:00:00,134.0,134.63,133.39,133.39,6749797
1,2023-01-23 16:00:00,133.16,134.24,131.48,133.65,158473
1,2023-01-24 16:00:00,134.19,135.08,133.71,134.91,11955162
1,2023-01-25 16:00:00,135.84,138.12,134.89,136.44,156599884
1,2023-01-26 16:00:00,132.64,137.07,131.75,133.91,18660362
1,2023-01-27 16:00:00,135.27,135.4,134.99,135.25,15139193
1,2023-01-30 16:00:00,137.43,137.46,133.98,135.03,200178
1,2023-01-31 16:00:00,131.56,131.87,129.34,130.08,6437337
1,2023-02-01 16:00:00,134.62,135.42,130.32,133.84,1153450
1,2023-02-02 16:00:00,135.89,136.24,132.66,134.28,2523952
1,2023-02-03 16:00:00,131.56,133.67,129.53,131.06,7483903
1,2023-02-06 16:00:00,130.71,133.48,128.63,129.78,586571
1,2023-02-07 16:00:00,131.75,133.16,130.98,131.82,63540431
1,2023-02-08 16:00:00,133.06,136.76,132.18,135.74,491244
1,2023-02-09 16:00:00,139.43,141.19,135.75,138.62,8255126
1,2023-02-10 16:00:00,140.13,140.78,139.74,140.51,10817502
1,2023-02-13 16:00:00,143.86,144.06,140.92,141.61,2548037
1,2023-02-14 16:00:00,138.44,138.63,136.38,137.73,6280214
1,2023-02-15 16:00:00,137.48,138.06,136.45,137.28,3583266
1,2023-02-16 16:00:00,133.03,134.34,133.01,133.91,2661532
1,2023-02-17 16:00:00,133.1,133.73,132.7,133.69,2794130
1,2023-02-20 16:00:00,138.87,139.34,138.12,138.88,14035856
1,2023-02-21 16:00:00,137.13,141.55,136.93,138.89,4519055
1,2023-02-22 16:00:00,136.28,139.19,135.47,137.59,49386694
1,2023-02-23 16:00:00,129.34,130.92,128.72,129.43,263717
1,2023-02-24 16:00:00,125.43,128.54,124.15,126.82,1189894
1,2023-02-27 16:00:00,131.54,133.75,129.72,131.67,2146168
1,2023-02-28 16:00:00,134.86,136.02,131.99,133.74,423566
1,2023-03-01 16:00:00,135.28,136.09,134.27,135.31,9400407
1,2023-03-02 16:00:00,134.35,136.97,134.1,134.95,1919529
1,2023-03-03 16:00:00,135.28,135.69,133.92,134.66,870281
1,2023-03-06 16:00:00,136.98,138.14,135.47,136.19,3770720
1,2023-03-07 16:00:00,137.26,139.04,135.03,136.94,2151056
1,2023-03-08 16:00:00,136.16,137.05,131.33,134.15,118331
1,2023-03-09 16:00:00,135.72,135.93,135.38,135.64,16269522
1,2023-03-10 16:00:00,132.8,135.03,132.21,134.51,256667
1,2023-03-13 16:00:00,137.48,137.78,137.19,137.26,423710
1,2023-03-14 16:00:00,135.52,136.57,133.68,135.71,24880855
1,2023-03-15 16:00:00,130.27,130.81,128.54,130.64,7444864
1,2023-03-16 16:00:00,128.18,128.43,125.16,127.7,25284064
1,2023-03-17 16:00:00,129.09,132.13,127.18,129.65,4850796
1,2023-03-20 16:00:00,133.13,133.79,130.3,131.56,912509
1,2023-03-21 16:00:00,130.07,132.68,129.7,130.81,2199702
1,2023-03-22 16:00:00,130.39,132.71,129.89,130.45,6873694
1,2023-03-23 16:00:00,129.57,132.11,128.48,130.97,3843380
1,2023-03-24 16:00:00,130.5,130.51,130.04,130.21,1067478
1,2023-03-27 16:00:00,132.74,134.06,132.01,132.93,16748974
1,2023-03-28 16:00:00,134.79,136.98,133.55,134.61,2843219
1,2023-03-29 16:00:00,132.57,134.73,132.31,133.85,11332924
1,2023-03-30 16:00:00,138.49,138.86,136.81,138.57,45686404
1,2023-03-31 16:00:00,138.09,140.38,137.55,139.21,4957525
1,2023-04-03 16:00:00,131.8,132.21,131.12,131.81,22791074
1,2023-04-04 16:00:00,130.69,130.94,130.51,130.8,9510762
1,2023-04-05 16:00:00,132.44,134.27,132.35,133.38,1182969
1,2023-04-06 16:00:00,132.0,132.01,131.39,131.83,6052888
1,2023-04-07 16:00:00,126.52,127.01,126.51,126.85,27175996
1,2023-04-10 16:00:00,127.4,128.53,126.87,127.46,194516
1,2023-04-11 16:00:00,125.98,126.62,123.59,125.65,924946
1,2023-04-12 16:00:00,126.39,127.05,126.12,126.71,6518206
1,2023-04-13 16:00:00,126.02,126.38,125.4,125.71,465699
1,2023-04-14 16:00:00,128.71,129.97,128.09,129.95,854853
1,2023-04-17 16:00:00,127.76,130.49,127.21,128.58,1603755
1,2023-04-18 16:00:00,128.6,129.28,125.19,128.43,134114458
1,2023-04-19 16:00:00,130.3,133.92,128.51,130.37,9943827
1,2023-04-20 16:00:00,121.84,122.44,121.26,122.31,482947
1,2023-04-21 16:00:00,124.11,125.59,123.79,124.44,139401
1,2023-04-24 16:00:00,124.35,124.47,121.91,123.11,38792288
1,2023-04-25 16:00:00,122.45,122.96,121.01,122.1,823050
1,2023-04-26 16:00:00,119.7,121.5,118.88,120.23,3276611
1,2023-04-27 16:00:00,123.58,124.46,121.81,122.08,6251951
1,2023-04-28 16:00:00,127.49,128.8,126.97,128.65,14096322
1,2023-05-01 16:00:00,129.37,131.13,128.66,128.67,1281064
1,2023-05-02 16:00:00,125.94,126.23,125.25,125.8,14220797
1,2023-05-03 16:00:00,125.59,126.45,125.24,125.5,3220628
1,2023-05-04 16:00:00,124.27,125.92,121.62,124.37,5721699
1,2023-05-05 16:00:00,126.51,127.62,125.68,126.07,1833919
1,2023-05-08 16:00:00,130.23,130.8,129.28,130.11,10786917
1,2023-05-09 16:00:00,134.06,134.17,130.53,132.78,13149463
1,2023-05-10 16:00:00,133.05,133.38,132.38,133.27,1706254
1,2023-05-11 16:00:00,134.16,134.26,133.27,133.92,2306574
1,2023-05-12 16:00:00,134.42,135.1,133.08,133.32,462748
1,2023-05-15 16:00:00,134.61,138.22,134.46,135.18,577897
1,2023-05-16 16:00:00,135.94,136.43,134.76,135.4,885633
1,2023-05-17 16:00:00,133.21,134.42,132.77,133.28,26265504
1,2023-05-18 16:00:00,138.41,138.53,137.94,138.13,4240131
1,2023-05-19 16:00:00,139.41,141.32,136.09,138.02,5649943
1,2023-05-22 16:00:00,135.32,135.84,135.21,135.83,4858953
1,2023-05-23 16:00:00,133.55,137.9,132.81,136.87,1325014
1,2023-05-24 16:00:00,136.61,139.06,135.55,136.7,859897
1,2023-05-25 16:00:00,138.98,140.49,138.22,138.55,14478178
1,2023-05-26 16:00:00,141.04,142.42,139.79,140.69,938896
1,2023-05-29 16:00:00,144.81,144.95,143.18,144.45,8255217
1,2023-05-30 16:00:00,150.22,150.37,147.72,148.49,7055403
1,2023-05-31 16:00:00,151.97,152.77,150.13,150.32,10790716
1,2023-06-01 16:00:00,147.65,149.84,147.29,147.97,2295646
1,2023-06-02 16:00:00,147.24,148.43,145.8,147.37,1815340
1,2023-06-05 16:00:00,144.85,146.33,144.48,145.49,12958050
1,2023-06-06 16:00:00,145.31,146.28,145.23,145.62,5546775
1,2023-06-07 16:00:00,141.88,144.68,140.3,141.15,3550906
1,2023-06-08 16:00:00,142.27,142.6,141.37,142.46,50315781
1,2023-06-09 16:00:00,140.5,142.02,136.86,139.37,884305
1,2023-06-12 16:00:00,141.29,142.18,136.69,138.98,6702700
1,2023-06-13 16:00:00,136.81,137.45,135.35,135.96,4550874
1,2023-06-14 16:00:00,133.51,135.77,133.33,134.15,32985463
1,2023-06-15 16:00:00,134.81,135.64,134.63,134.9,7262325
1,2023-06-16 16:00:00,128.02,130.96,126.72,129.03,11670126
1,2023-06-19 16:00:00,128.74,129.87,127.11,129.21,2942260
1,2023-06-20 16:00:00,126.55,130.49,126.12,128.5,2865060
1,2023-06-21 16:00:00,127.28,129.01,126.67,127.45,2597041
1,2023-06-22 16:00:00,128.89,129.4,126.79,128.21,3023393
1,2023-06-23 16:00:00,129.56,131.61,127.97,128.9,2090734
1,2023-06-26 16:00:00,131.22,132.11,128.31,128.75,3250433
1,2023-06-27 16:00:00,128.77,128.93,127.67,128.84,406576628
1,2023-06-28 16:00:00,130.27,131.51,128.24,129.22,51223941
1,2023-06-29 16:00:00,130.69,132.98,130.61,132.52,6692091
1,2023-06-30 16:00:00,138.2,140.3,136.12,137.64,1858232
1,2023-07-03 16:00:00,140.86,141.51,136.72,139.16,2117873
1,2023-07-04 16:00:00,140.34,142.44,140.03,141.64,25827592
1,2023-07-05 16:00:00,137.44,139.51,136.61,138.48,3286234
1,2023-07-06 16:00:00,138.84,140.5,133.87,137.49,298595
1,2023-07-07 16:00:00,136.01,136.18,134.73,135.46,294699
1,2023-07-10 16:00:00,139.8,140.55,137.32,140.1,3899797
1,2023-07-11 16:00:00,141.84,142.76,140.16,140.77,39478775
1,2023-07-12 16:00:00,140.27,141.33,139.25,141.19,711997
1,2023-07-13 16:00:00,144.24,144.35,140.09,143.81,10531670
1,2023-07-14 16:00:00,144.31,144.41,143.34,143.44,741565
1,2023-07-17 16:00:00,142.26,142.95,141.39,142.03,1579065
